Date,EUA,TTF,SPRD GER,SPRD FR,SPRD IR
2020-03-23,16.28,8.58,21.13,21.13,20.55
2020-03-24,17.5,8.01,20.8,20.78,41.87
2020-03-25,18.21,8.16,17.31,15.06,27.32
2020-03-26,18.06,7.91,19.32,16.75,29.19
2020-03-27,17.11,7.72,14.36,14.34,16.79
2020-03-28,17.33,7.31,22.65,21.95,31.05
2020-03-29,17.56,7.31,33.7,28.69,28.09
2020-03-30,17.78,7.39,23.43,14.61,16.36
2020-03-31,18.42,7.12,25.16,13.19,20.74
2020-04-01,17.84,7.16,17.67,11.97,17.19
2020-04-02,18.82,6.95,22.68,14.65,25.99
2020-04-03,18.73,7.06,16.51,11.19,19.97
2020-04-04,19.54,6.84,26.87,10.79,5.82
2020-04-05,20.36,6.84,70.16,40.14,43.71
2020-04-06,21.17,6.88,35.33,15.07,28.9
2020-04-07,21.3,7.12,27.21,9.03,31.82
2020-04-08,21.93,7.44,32.76,7.38,17.26
2020-04-09,21.86,7.22,18.24,7.07,17.66
2020-04-10,21.6,6.95,25.67,10.92,13.6
2020-04-11,21.34,7.08,30.85,8.91,25.28
2020-04-12,21.09,7.08,25.17,21.81,18.04
2020-04-13,20.83,6.95,89.36,90.19,34.78
2020-04-14,20.57,6.94,28.84,17.82,16.99
2020-04-15,20.02,6.96,37.45,11.65,19.06
2020-04-16,21.69,6.83,38.15,7.34,20.39
2020-04-17,22.48,6.96,27.0,6.65,22.33
2020-04-18,22.37,6.79,17.1,10.81,17.1
2020-04-19,22.26,6.79,41.59,31.6,15.07
2020-04-20,22.15,6.79,62.63,38.93,17.68
2020-04-21,20.64,6.36,95.11,19.61,24.96
2020-04-22,21.45,5.9,55.52,27.91,15.78
2020-04-23,21.82,6.11,54.73,9.15,11.28
2020-04-24,21.53,5.79,14.92,13.08,19.45
2020-04-25,21.38,5.48,24.24,14.94,12.92
2020-04-26,21.24,5.48,26.28,19.59,17.17
2020-04-27,21.09,5.52,29.91,6.98,17.23
2020-04-28,21.04,5.78,8.56,12.35,14.45
2020-04-29,21.0,6.07,13.48,14.76,19.07
2020-04-30,20.39,5.94,25.49,6.04,20.22
2020-05-01,19.8,5.69,30.49,13.5,21.74
2020-05-02,19.93,5.49,22.79,19.13,21.26
2020-05-03,20.05,5.49,23.39,17.44,18.07
2020-05-04,20.18,5.5,34.99,12.01,2.0
2020-05-05,19.92,5.48,16.29,9.36,11.51
2020-05-06,19.83,5.48,12.16,9.51,13.25
2020-05-07,20.35,5.42,34.23,7.59,16.99
2020-05-08,20.17,5.36,26.58,13.71,19.74
2020-05-09,20.07,5.35,21.86,6.36,22.1
2020-05-10,19.96,5.35,14.06,12.77,17.11
2020-05-11,19.86,5.51,24.96,19.08,25.76
2020-05-12,19.31,5.64,16.52,10.91,12.36
2020-05-13,19.46,5.4,23.71,11.23,16.47
2020-05-14,19.62,5.08,12.73,14.96,15.57
2020-05-15,19.96,5.07,10.94,12.25,14.58
2020-05-16,20.35,4.78,18.39,7.97,17.51
2020-05-17,20.75,4.78,40.71,35.74,14.25
2020-05-18,21.14,4.9,19.05,12.69,19.16
2020-05-19,20.76,4.74,32.27,10.27,19.14
2020-05-20,22.06,4.35,36.33,9.89,1.77
2020-05-21,21.97,4.18,30.52,12.37,18.1
2020-05-22,22.19,3.28,9.14,10.36,22.49
2020-05-23,22.25,3.09,14.98,11.54,54.65
2020-05-24,22.32,3.09,47.29,63.84,74.14
2020-05-25,22.38,2.55,24.32,14.15,22.27
2020-05-26,22.4,2.7,30.4,10.15,11.96
2020-05-27,22.13,4.22,10.54,16.64,16.4
2020-05-28,22.04,3.58,10.67,11.95,17.43
2020-05-29,22.18,3.51,18.98,16.38,14.91
2020-05-30,22.04,3.29,15.41,15.41,20.54
2020-05-31,21.89,3.29,58.43,55.99,20.64
2020-06-01,21.75,3.46,71.22,33.33,18.29
2020-06-02,22.84,3.41,42.69,8.19,17.86
2020-06-03,22.85,4.28,31.17,19.56,55.64
2020-06-04,22.98,4.77,24.36,18.14,7.64
2020-06-05,24.02,4.7,21.46,20.7,21.25
2020-06-06,23.84,4.85,28.17,26.73,33.37
2020-06-07,23.66,4.85,21.69,21.45,30.04
2020-06-08,23.48,4.93,20.67,14.98,15.55
2020-06-09,23.24,5.19,28.83,12.99,15.38
2020-06-10,23.68,4.66,20.66,13.53,15.22
2020-06-11,23.04,4.51,11.55,11.55,15.12
2020-06-12,22.78,4.66,11.37,11.26,19.85
2020-06-13,22.83,4.91,10.12,10.12,19.9
2020-06-14,22.88,4.91,11.48,11.48,17.37
2020-06-15,22.93,5.02,18.65,18.65,13.3
2020-06-16,23.55,5.36,21.56,14.41,14.96
2020-06-17,23.52,5.33,29.99,15.28,16.04
2020-06-18,25.23,5.05,14.11,14.11,16.68
2020-06-19,24.92,5.15,15.6,15.6,14.66
2020-06-20,25.04,5.28,19.67,19.67,5.56
2020-06-21,25.16,5.28,24.67,24.67,36.01
2020-06-22,25.28,5.4,17.97,17.97,32.15
2020-06-23,26.15,5.3,20.83,13.54,14.68
2020-06-24,26.14,5.63,14.95,13.97,14.23
2020-06-25,25.92,5.66,16.66,16.66,17.58
2020-06-26,25.46,5.34,14.62,14.62,15.17
2020-06-27,26.09,4.76,15.44,14.76,7.88
2020-06-28,26.72,4.76,35.92,33.77,25.98
2020-06-29,27.35,4.89,23.05,21.64,54.34
2020-06-30,27.68,5.4,36.18,19.89,24.2
2020-07-01,28.42,5.81,19.13,15.79,16.31
2020-07-02,28.09,5.75,20.1,17.84,17.88
2020-07-03,28.64,5.38,20.05,20.05,9.41
2020-07-04,29.24,5.12,27.74,16.09,23.19
2020-07-05,29.83,5.12,95.23,45.57,39.18
2020-07-06,30.43,5.33,38.99,24.12,32.54
2020-07-07,30.12,5.44,16.48,10.5,7.49
2020-07-08,30.06,5.61,17.45,17.45,16.09
2020-07-09,29.37,5.49,21.75,18.9,13.71
2020-07-10,29.78,5.15,12.42,12.55,14.84
2020-07-11,29.9,4.61,13.73,11.03,17.51
2020-07-12,30.02,4.61,22.98,22.98,6.03
2020-07-13,30.14,4.72,24.76,24.51,12.64
2020-07-14,30.46,4.89,15.46,9.63,8.97
2020-07-15,29.7,4.32,28.65,19.79,26.0
2020-07-16,27.67,4.61,29.73,19.78,15.09
2020-07-17,28.76,4.54,16.18,16.12,14.66
2020-07-18,28.21,4.74,15.29,12.98,7.49
2020-07-19,27.65,4.74,20.96,20.96,17.47
2020-07-20,27.1,4.8,18.79,13.0,37.22
2020-07-21,27.51,4.61,20.28,12.19,18.38
2020-07-22,27.53,4.64,18.77,15.71,15.48
2020-07-23,28.23,4.59,17.33,16.44,16.22
2020-07-24,27.27,4.93,17.01,16.11,14.17
2020-07-25,26.82,4.71,14.35,11.0,16.76
2020-07-26,26.36,4.71,81.94,33.09,29.35
2020-07-27,25.91,4.81,14.7,15.93,17.6
2020-07-28,26.67,4.64,36.9,23.33,17.24
2020-07-29,27.13,4.54,17.0,15.23,16.71
2020-07-30,26.48,4.91,34.47,15.37,19.92
2020-07-31,27.22,4.97,24.91,21.39,36.4
2020-08-01,27.17,5.12,15.67,8.48,14.74
2020-08-02,27.13,5.12,14.57,14.57,14.13
2020-08-03,27.08,5.14,17.59,17.59,16.0
2020-08-04,27.75,5.81,26.01,16.46,13.91
2020-08-05,27.69,6.92,20.08,14.61,16.89
2020-08-06,27.3,6.82,27.36,17.95,12.56
2020-08-07,27.32,7.06,20.19,13.71,16.93
2020-08-08,27.41,7.25,17.18,13.81,17.91
2020-08-09,27.51,7.25,16.83,16.7,16.72
2020-08-10,27.6,7.32,19.96,14.9,14.4
2020-08-11,27.08,7.26,14.33,11.86,26.07
2020-08-12,26.87,6.88,23.61,17.41,22.3
2020-08-13,26.3,6.41,16.59,15.3,16.8
2020-08-14,26.36,6.53,21.51,13.34,20.96
2020-08-15,26.63,6.84,13.86,13.86,17.24
2020-08-16,26.9,6.84,20.55,20.55,17.4
2020-08-17,27.17,6.93,23.38,17.71,22.67
2020-08-18,27.41,7.53,26.75,22.06,22.51
2020-08-19,27.08,7.98,20.33,17.65,21.96
2020-08-20,26.75,8.21,29.5,25.98,32.0
2020-08-21,26.48,7.77,18.01,18.01,18.5
2020-08-22,27.09,6.58,30.82,19.39,24.51
2020-08-23,27.71,6.58,55.05,32.0,28.49
2020-08-24,28.32,6.8,69.44,28.96,33.84
2020-08-25,29.46,7.69,20.98,15.41,14.76
2020-08-26,29.48,8.17,36.14,33.92,40.24
2020-08-27,29.23,8.94,51.59,40.31,36.14
2020-08-28,30.38,8.8,19.17,20.1,26.24
2020-08-29,30.1,8.62,16.91,15.24,33.37
2020-08-30,29.81,8.62,13.9,13.9,16.07
2020-08-31,29.53,9.63,40.41,40.41,36.22
2020-09-01,28.61,9.71,30.35,30.35,34.93
2020-09-02,29.06,10.68,36.39,36.39,43.04
2020-09-03,29.53,10.55,23.68,23.09,28.85
2020-09-04,28.13,10.99,25.71,22.12,26.46
2020-09-05,28.02,11.39,31.54,16.8,33.12
2020-09-06,27.92,11.39,19.16,19.16,29.09
2020-09-07,27.81,11.54,34.52,34.52,24.99
2020-09-08,27.53,11.29,40.63,23.86,17.65
2020-09-09,27.94,10.75,19.76,12.56,24.27
2020-09-10,29.15,10.81,35.56,43.61,30.45
2020-09-11,28.99,10.58,32.66,32.66,59.11
2020-09-12,29.73,10.21,50.43,13.98,11.1
2020-09-13,30.46,10.21,109.72,20.47,32.53
2020-09-14,31.2,10.37,80.47,68.22,23.9
2020-09-15,30.53,10.51,139.3,125.86,111.25
2020-09-16,30.71,10.6,43.41,43.81,22.82
2020-09-17,29.13,11.14,43.18,29.72,38.57
2020-09-18,28.68,11.19,23.91,23.92,25.26
2020-09-19,28.14,10.87,20.33,15.77,23.33
2020-09-20,27.59,10.87,20.89,18.96,24.84
2020-09-21,27.05,10.96,159.06,147.6,139.09
2020-09-22,28.47,11.51,43.69,36.03,38.41
2020-09-23,27.12,11.32,21.2,21.85,36.4
2020-09-24,27.4,11.7,37.73,30.02,24.54
2020-09-25,26.75,11.67,29.28,31.08,39.61
2020-09-26,27.26,11.31,17.57,19.21,34.83
2020-09-27,27.77,11.31,23.8,23.8,29.88
2020-09-28,28.28,11.42,34.03,34.03,40.62
2020-09-29,27.36,12.14,76.07,76.07,77.96
2020-09-30,27.5,12.55,35.01,35.01,37.63
2020-10-01,27.07,11.77,25.3,25.3,123.06
2020-10-02,27.59,11.99,21.4,36.16,43.12
2020-10-03,27.56,11.58,46.17,30.29,38.01
2020-10-04,27.52,11.58,101.58,44.11,24.11
2020-10-05,27.49,11.81,41.02,41.02,91.62
2020-10-06,27.34,12.9,36.01,36.01,35.71
2020-10-07,27.44,12.81,32.96,32.96,106.15
2020-10-08,26.88,13.23,28.73,28.73,39.07
2020-10-09,26.24,13.59,51.58,32.9,31.29
2020-10-10,26.29,13.6,14.82,19.16,35.79
2020-10-11,26.35,13.6,21.31,21.31,82.22
2020-10-12,26.4,13.78,32.72,34.88,40.31
2020-10-13,25.74,13.59,39.03,38.42,34.64
2020-10-14,26.28,13.47,20.63,31.46,83.21
2020-10-15,25.48,13.66,19.01,25.37,2.73
2020-10-16,25.4,13.99,34.83,34.83,145.0
2020-10-17,25.43,14.42,14.43,14.87,42.65
2020-10-18,25.46,14.42,25.24,18.1,41.78
2020-10-19,25.49,14.5,36.72,36.72,36.69
2020-10-20,24.92,14.83,24.21,24.21,38.99
2020-10-21,24.06,14.8,26.05,26.05,23.97
2020-10-22,24.68,14.72,46.75,30.59,61.87
2020-10-23,25.98,15.18,28.71,25.55,40.09
2020-10-24,25.44,15.36,17.38,17.38,12.78
2020-10-25,24.89,15.36,40.34,30.73,
2020-10-26,24.35,15.55,28.11,28.11,
2020-10-27,24.55,15.08,21.69,19.48,36.28
2020-10-28,23.52,14.63,45.36,28.32,29.33
2020-10-29,24.15,14.48,38.33,39.22,45.15
2020-10-30,24.19,13.91,31.87,36.01,105.39
2020-10-31,24.18,13.53,12.22,12.58,54.49
2020-11-01,24.16,13.53,20.29,28.84,116.33
2020-11-02,24.15,13.72,44.19,43.06,57.65
2020-11-03,24.86,13.18,23.42,23.42,56.96
2020-11-04,25.57,13.57,23.24,20.46,27.27
2020-11-05,26.43,13.68,19.3,18.35,168.65
2020-11-06,25.85,14.32,20.31,20.31,46.07
2020-11-07,26.22,13.65,20.01,15.91,37.94
2020-11-08,26.6,13.65,15.31,14.52,37.07
2020-11-09,26.97,13.8,25.9,18.95,137.82
2020-11-10,26.64,13.74,29.72,22.18,19.19
2020-11-11,26.52,13.86,18.03,17.97,31.91
2020-11-12,26.32,14.11,18.03,18.03,41.44
2020-11-13,26.68,13.98,18.67,18.67,41.43
2020-11-14,27.05,13.88,9.95,9.92,36.37
2020-11-15,27.42,13.88,15.61,18.1,62.58
2020-11-16,27.79,14.01,48.12,47.2,65.78
2020-11-17,27.04,14.35,20.16,20.12,55.83
2020-11-18,27.59,13.81,19.46,19.46,63.95
2020-11-19,26.75,13.5,38.26,38.49,76.18
2020-11-20,27.15,13.08,20.79,20.79,38.8
2020-11-21,27.32,12.61,15.5,20.21,41.84
2020-11-22,27.5,12.61,21.04,17.6,47.07
2020-11-23,27.67,12.63,22.5,29.01,21.0
2020-11-24,28.04,13.45,19.63,18.93,54.25
2020-11-25,28.04,13.65,20.24,28.28,58.87
2020-11-26,28.54,14.21,54.34,29.12,276.06
2020-11-27,28.59,14.1,51.17,39.25,96.91
2020-11-28,28.93,14.6,8.37,8.37,37.88
2020-11-29,29.26,14.6,15.2,15.2,58.87
2020-11-30,29.6,14.62,38.36,38.36,26.28
2020-12-01,29.33,15.01,31.05,28.23,78.09
2020-12-02,30.01,15.21,62.04,62.04,49.21
2020-12-03,29.46,14.8,27.76,23.4,184.07
2020-12-04,30.57,14.35,23.96,37.88,31.48
2020-12-05,30.4,14.54,19.08,18.52,166.35
2020-12-06,30.24,14.54,21.28,21.28,311.98
2020-12-07,30.07,14.58,28.79,49.84,94.25
2020-12-08,30.02,14.24,36.96,46.47,84.14
2020-12-09,30.16,14.4,10.78,10.78,155.01
2020-12-10,31.36,14.7,60.55,60.24,55.75
2020-12-11,30.98,15.31,23.45,26.92,86.9
2020-12-12,31.08,15.52,18.71,18.71,54.7
2020-12-13,31.17,15.52,16.82,16.82,32.46
2020-12-14,31.27,15.55,20.41,30.32,47.21
2020-12-15,32.43,16.73,25.97,24.62,27.84
2020-12-16,32.03,16.92,27.19,24.91,61.2
2020-12-17,32.21,16.63,21.87,24.5,25.69
2020-12-18,31.36,15.99,22.12,23.79,34.18
2020-12-19,31.29,15.63,13.66,16.46,33.95
2020-12-20,31.21,15.63,13.2,19.28,38.12
2020-12-21,31.14,15.68,22.21,8.2,193.01
2020-12-22,31.39,16.45,42.07,48.99,150.0
2020-12-23,32.15,17.5,22.45,22.01,31.6
2020-12-24,32.41,17.22,33.81,46.64,90.64
2020-12-25,32.72,17.28,32.36,38.28,29.19
2020-12-26,33.04,17.15,13.72,18.9,86.02
2020-12-27,33.35,17.15,43.17,37.13,72.98
2020-12-28,33.66,17.28,49.21,40.85,72.51
2020-12-29,33.25,17.35,21.28,21.41,51.09
2020-12-30,32.42,18.91,21.99,24.5,109.7
2020-12-31,32.94,19.27,18.11,22.99,23.94
2021-01-01,33.18,19.21,15.88,15.88,80.78
2021-01-02,33.42,19.29,18.4,18.4,64.25
2021-01-03,33.65,19.29,16.45,19.82,42.36
2021-01-04,33.89,19.34,36.62,26.63,49.0
2021-01-05,33.15,19.9,26.42,30.42,70.0
2021-01-06,33.83,18.44,10.75,44.53,313.21
2021-01-07,34.97,17.93,39.82,49.65,227.0
2021-01-08,35.14,19.07,64.84,59.59,302.33
2021-01-09,35.01,20.45,22.89,6.39,122.47
2021-01-10,34.89,20.45,12.87,20.73,58.04
2021-01-11,34.76,20.46,27.85,42.7,40.46
2021-01-12,34.88,21.83,44.82,18.83,331.2
2021-01-13,33.88,25.3,25.3,40.03,298.35
2021-01-14,33.76,22.35,54.14,47.35,407.78
2021-01-15,31.96,20.77,51.16,51.16,72.17
2021-01-16,31.92,20.34,16.92,17.98,61.68
2021-01-17,31.88,20.34,22.05,25.05,45.83
2021-01-18,31.84,20.32,32.32,38.7,77.2
2021-01-19,33.3,19.4,20.41,33.76,36.48
2021-01-20,33.12,20.16,20.72,34.38,47.93
2021-01-21,34.32,20.77,37.21,55.6,75.34
2021-01-22,34.45,20.09,40.44,38.57,70.09
2021-01-23,34.1,21.07,20.04,20.04,80.7
2021-01-24,33.74,21.07,20.66,20.66,79.86
2021-01-25,33.39,21.16,37.47,37.47,95.4
2021-01-26,33.56,20.93,29.26,33.58,65.55
2021-01-27,33.51,19.62,24.75,28.63,88.68
2021-01-28,34.17,19.27,25.99,23.7,33.58
2021-01-29,33.18,20.62,21.27,29.89,37.86
2021-01-30,33.15,20.75,22.95,22.95,96.0
2021-01-31,33.11,20.75,18.56,17.98,40.82
2021-02-01,33.08,20.73,28.62,30.23,75.21
2021-02-02,35.19,18.41,36.05,39.61,31.4
2021-02-03,37.65,18.35,11.24,12.1,32.43
2021-02-04,37.49,17.62,27.2,28.01,38.47
2021-02-05,38.43,18.27,21.5,21.5,46.2
2021-02-06,38.57,18.83,13.03,13.78,40.78
2021-02-07,38.7,18.83,39.7,43.97,39.87
2021-02-08,38.84,19.03,58.05,50.65,46.63
2021-02-09,38.49,20.9,34.8,34.71,46.3
2021-02-10,39.56,19.77,51.12,51.12,249.0
2021-02-11,39.0,19.63,86.69,86.69,54.71
2021-02-12,40.28,18.01,33.04,35.08,59.74
2021-02-13,40.12,17.68,25.89,26.6,86.84
2021-02-14,39.97,17.68,20.7,20.7,78.43
2021-02-15,39.81,17.65,31.19,31.41,42.3
2021-02-16,39.13,16.86,26.63,26.56,83.71
2021-02-17,38.4,16.51,27.33,26.98,55.0
2021-02-18,38.61,16.86,24.12,24.38,45.16
2021-02-19,37.7,16.84,24.36,24.36,35.99
2021-02-20,37.89,16.69,24.55,22.17,40.0
2021-02-21,38.07,16.69,32.59,32.59,60.35
2021-02-22,38.26,16.72,29.31,21.77,30.3
2021-02-23,38.97,15.85,21.59,21.59,29.3
2021-02-24,39.45,16.0,37.59,41.55,114.1
2021-02-25,38.57,16.04,25.6,25.6,205.56
2021-02-26,37.6,16.1,20.61,20.61,49.06
2021-02-27,37.55,15.86,22.57,23.82,110.0
2021-02-28,37.5,15.86,33.25,33.58,64.61
2021-03-01,37.45,15.88,28.46,28.46,160.84
2021-03-02,38.69,16.31,35.97,33.23,390.92
2021-03-03,37.82,16.27,27.24,25.9,355.59
2021-03-04,38.51,15.95,22.32,22.32,114.96
2021-03-05,39.36,16.19,25.94,25.94,259.8
2021-03-06,39.4,16.54,21.97,21.97,141.31
2021-03-07,39.43,16.54,23.39,22.8,127.57
2021-03-08,39.47,16.57,49.56,49.56,301.01
2021-03-09,40.98,16.76,38.26,38.26,27.74
2021-03-10,41.87,17.04,20.9,20.9,22.65
2021-03-11,42.27,17.68,39.83,36.28,72.01
2021-03-12,43.19,17.95,57.93,44.65,56.23
2021-03-13,43.04,18.25,51.37,41.95,46.33
2021-03-14,42.88,18.25,57.3,53.39,45.41
2021-03-15,42.73,18.3,31.63,31.48,148.64
2021-03-16,41.96,18.62,29.63,29.63,73.0
2021-03-17,43.34,17.81,35.05,36.41,43.8
2021-03-18,42.74,17.95,37.56,37.99,26.48
2021-03-19,42.31,18.52,29.83,33.16,96.55
2021-03-20,42.6,17.67,27.11,27.11,48.3
2021-03-21,42.89,17.67,43.62,43.62,98.53
2021-03-22,43.18,17.74,39.46,39.46,54.36
2021-03-23,41.78,18.04,25.29,25.73,45.7
2021-03-24,41.96,18.22,40.05,37.1,48.92
2021-03-25,40.71,18.68,37.43,37.43,22.12
2021-03-26,42.09,18.62,34.28,29.05,42.13
2021-03-27,42.13,18.65,116.0,56.41,51.3
2021-03-28,42.16,18.65,98.33,80.36,52.94
2021-03-29,42.2,18.66,51.02,48.46,53.44
2021-03-30,42.4,18.33,37.23,37.23,40.34
2021-03-31,42.89,18.51,53.71,31.49,34.46
2021-04-01,42.81,19.06,30.15,28.09,34.19
2021-04-02,42.81,19.19,71.69,48.35,30.45
2021-04-03,42.81,19.15,49.48,50.2,37.94
2021-04-04,42.81,19.15,47.35,47.35,36.46
2021-04-05,42.81,19.19,80.6,59.98,95.77
2021-04-06,44.6,19.25,61.54,31.77,40.89
2021-04-07,44.23,20.03,39.92,81.53,60.47
2021-04-08,43.85,20.09,61.44,37.36,31.12
2021-04-09,44.03,19.76,38.37,26.78,81.99
2021-04-10,44.31,19.35,19.23,19.23,31.53
2021-04-11,44.58,19.35,25.95,25.95,29.65
2021-04-12,44.86,19.49,49.95,49.04,0.17
2021-04-13,44.24,20.12,46.74,96.89,226.36
2021-04-14,44.2,20.42,71.15,57.0,182.02
2021-04-15,44.55,20.35,60.99,58.29,51.96
2021-04-16,44.8,20.57,44.75,33.53,47.9
2021-04-17,44.78,21.03,29.12,27.75,38.14
2021-04-18,44.76,21.03,31.96,29.66,31.66
2021-04-19,44.74,21.07,61.09,49.83,59.62
2021-04-20,45.29,21.42,47.88,41.81,68.0
2021-04-21,46.32,21.25,44.64,22.6,30.34
2021-04-22,47.51,21.3,84.36,36.47,30.73
2021-04-23,47.38,21.7,42.29,39.27,34.13
2021-04-24,47.48,20.48,53.92,53.92,30.47
2021-04-25,47.57,20.48,74.82,74.82,31.54
2021-04-26,47.67,20.55,32.75,39.93,22.71
2021-04-27,47.78,20.56,35.08,35.0,31.64
2021-04-28,48.28,21.23,32.3,32.0,30.91
2021-04-29,48.51,21.89,33.04,33.04,124.0
2021-04-30,49.31,22.28,31.2,31.06,35.23
2021-05-01,49.51,22.42,23.16,23.16,41.97
2021-05-02,49.7,22.42,67.1,79.99,119.05
2021-05-03,49.9,23.23,37.21,37.21,46.51
2021-05-04,49.06,23.21,50.49,66.69,36.93
2021-05-05,49.91,24.0,104.9,41.1,61.77
2021-05-06,50.41,24.21,33.72,29.68,54.83
2021-05-07,50.93,25.21,41.49,41.49,116.0
2021-05-08,51.53,24.09,55.39,69.79,91.4
2021-05-09,52.12,24.09,126.93,123.82,112.12
2021-05-10,52.72,24.11,47.99,46.04,75.7
2021-05-11,53.55,25.14,36.7,36.7,58.41
2021-05-12,55.85,25.47,31.31,31.31,214.77
2021-05-13,55.04,26.46,31.96,31.96,164.77
2021-05-14,57.23,25.73,27.02,27.02,173.56
2021-05-15,57.14,26.97,30.6,49.8,52.83
2021-05-16,57.06,26.97,83.89,69.99,67.37
2021-05-17,56.97,26.98,48.75,65.21,48.4
2021-05-18,53.74,26.56,33.39,33.39,91.57
2021-05-19,50.35,25.77,39.74,34.93,90.98
2021-05-20,53.41,23.88,36.2,36.2,37.16
2021-05-21,52.43,24.23,73.39,59.14,83.83
2021-05-22,52.76,25.22,117.8,61.12,56.68
2021-05-23,53.08,25.22,105.34,99.9,60.0
2021-05-24,53.41,25.14,76.26,47.39,31.29
2021-05-25,53.83,24.69,43.71,46.86,39.35
2021-05-26,54.22,25.75,33.44,38.85,100.52
2021-05-27,52.39,26.72,33.74,38.53,47.0
2021-05-28,51.58,25.79,31.42,31.42,86.04
2021-05-29,51.8,25.9,57.01,57.01,65.76
2021-05-30,52.02,25.9,96.15,77.76,41.72
2021-05-31,52.24,24.89,32.06,45.93,38.87
2021-06-01,52.97,25.2,31.3,31.3,84.67
2021-06-02,51.94,26.19,29.51,29.51,49.28
2021-06-03,50.73,25.69,31.59,24.67,39.13
2021-06-04,50.47,25.92,26.9,26.9,37.74
2021-06-05,50.97,25.61,23.61,23.61,28.22
2021-06-06,51.47,25.61,32.49,40.77,32.42
2021-06-07,51.97,25.6,30.03,30.03,37.02
2021-06-08,52.58,26.41,34.26,31.88,33.76
2021-06-09,53.9,27.93,29.88,24.11,37.5
2021-06-10,54.15,28.37,31.99,26.9,38.6
2021-06-11,53.07,28.37,31.36,25.93,34.8
2021-06-12,53.14,28.15,84.06,82.42,32.69
2021-06-13,53.22,28.15,123.75,119.68,26.24
2021-06-14,53.29,28.18,51.48,47.3,32.29
